Table Name,File Path,Data Element,Data Type,Bizterm Group,Layer,Business Term,Description,Biz Logic,Origin (Source Data),Sensitivity (PII/non PII),Impact,Time Aggregation,Possible Values
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_mobile_wallets_days_since_last_usage,int,internet_apps_usage,feature,,number of days since last usage of mobile wallets category accessed over last 3 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - mobile_wallets_days_since_last_usage,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_data_vol_01w,bigint,internet_apps_usage,feature,,total data used for multifinance category apps over last 1 week,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_data_vol_01w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_data_vol_02w,bigint,internet_apps_usage,feature,,total data used for multifinance category apps over last 2 weeks,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_data_vol_02w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_data_vol_03w,bigint,internet_apps_usage,feature,,total data used for multifinance category apps over last 3 weeks,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_data_vol_03w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_data_vol_01m,bigint,internet_apps_usage,feature,,total data used for multifinance category apps over last 1 month,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_data_vol_01m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_data_vol_02m,bigint,internet_apps_usage,feature,,total data used for multifinance category apps over last 2 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_data_vol_02m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_data_vol_03m,bigint,internet_apps_usage,feature,,total data used for multifinance category apps over last 3 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_data_vol_03m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_latency_4g_weekdays_01w,"decimal(38,22)",internet_apps_usage,feature,,average latency for multifinance category apps on weekdays over last 1 week,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_latency_4g_weekdays_01w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_latency_4g_weekdays_01m,"decimal(38,12)",internet_apps_usage,feature,,average latency for multifinance category apps on weekdays over last 1 month,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_latency_4g_weekdays_01m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_latency_4g_weekdays_02m,"decimal(38,12)",internet_apps_usage,feature,,average latency for multifinance category apps on weekdays over last 2 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_latency_4g_weekdays_02m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_latency_4g_weekends_01w,"decimal(38,22)",internet_apps_usage,feature,,average latency for multifinance category apps on weekends over last 1 week,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_latency_4g_weekends_01w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_latency_4g_weekends_01m,"decimal(38,12)",internet_apps_usage,feature,,average latency for multifinance category apps on weekends over last 1 month,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_latency_4g_weekends_01m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_latency_4g_weekends_02m,"decimal(38,12)",internet_apps_usage,feature,,average latency for multifinance category apps on weekends over last 2 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_latency_4g_weekends_02m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_speed_4g_weekdays_01w,double,internet_apps_usage,feature,,average speed for multifinance category apps on weekdays over last 1 week,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_speed_4g_weekdays_01w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_speed_4g_weekdays_01m,double,internet_apps_usage,feature,,average speed for multifinance category apps on weekdays over last 1 month,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_speed_4g_weekdays_01m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_speed_4g_weekdays_02m,double,internet_apps_usage,feature,,average speed for multifinance category apps on weekdays over last 2 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_speed_4g_weekdays_02m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_speed_4g_weekends_01w,double,internet_apps_usage,feature,,average speed for multifinance category apps on weekends over last 1 week,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_speed_4g_weekends_01w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_speed_4g_weekends_01m,double,internet_apps_usage,feature,,average speed for multifinance category apps on weekends over last 1 month,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_speed_4g_weekends_01m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_speed_4g_weekends_02m,double,internet_apps_usage,feature,,average speed for multifinance category apps on weekends over last 2 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_speed_4g_weekends_02m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_accessed_apps_01w,bigint,internet_apps_usage,feature,,number of distinct apps of multifinance category accessed over last 1 week,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_accessed_apps_01w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_accessed_apps_02w,bigint,internet_apps_usage,feature,,number of distinct apps of multifinance category accessed over last 2 weeks,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_accessed_apps_02w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_accessed_apps_03w,bigint,internet_apps_usage,feature,,number of distinct apps of multifinance category accessed over last 3 weeks,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_accessed_apps_03w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_accessed_apps_01m,bigint,internet_apps_usage,feature,,number of distinct apps of multifinance category accessed over last 1 month,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_accessed_apps_01m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_accessed_apps_02m,bigint,internet_apps_usage,feature,,number of distinct apps of multifinance category accessed over last 2 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_accessed_apps_02m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_accessed_apps_03m,bigint,internet_apps_usage,feature,,number of distinct apps of multifinance category accessed over last 3 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_accessed_apps_03m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_days_since_first_usage,int,internet_apps_usage,feature,,number of days since first usage of multifinance category accessed over last 3 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_days_since_first_usage,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_multifinance_days_since_last_usage,int,internet_apps_usage,feature,,number of days since last usage of multifinance category accessed over last 3 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - multifinance_days_since_last_usage,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_music_data_vol_01w,bigint,internet_apps_usage,feature,,total data used for music category apps over last 1 week,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - music_data_vol_01w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_music_data_vol_02w,bigint,internet_apps_usage,feature,,total data used for music category apps over last 2 weeks,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - music_data_vol_02w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_music_data_vol_03w,bigint,internet_apps_usage,feature,,total data used for music category apps over last 3 weeks,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - music_data_vol_03w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_music_data_vol_01m,bigint,internet_apps_usage,feature,,total data used for music category apps over last 1 month,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - music_data_vol_01m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_music_data_vol_02m,bigint,internet_apps_usage,feature,,total data used for music category apps over last 2 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - music_data_vol_02m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_music_data_vol_03m,bigint,internet_apps_usage,feature,,total data used for music category apps over last 3 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - music_data_vol_03m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_music_latency_4g_weekdays_01w,"decimal(38,22)",internet_apps_usage,feature,,average latency for music category apps on weekdays over last 1 week,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - music_latency_4g_weekdays_01w,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_music_latency_4g_weekdays_01m,"decimal(38,12)",internet_apps_usage,feature,,average latency for music category apps on weekdays over last 1 month,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - music_latency_4g_weekdays_01m,No,Low,Weekly,Any number
l5_fea_internet_app_usage,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/internet_apps_usage/fea_internet_app_usage.parquet,fea_int_app_usage_music_latency_4g_weekdays_02m,"decimal(38,12)",internet_apps_usage,feature,,average latency for music category apps on weekdays over last 2 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training04_features/internet_apps_usage/pivoted_internet_app_usage.parquet - music_latency_4g_weekdays_02m,No,Low,Weekly,Any number
